,,7Base Avg:,-0.0476,-0.0240,-0.0238,BASELINE SUBTRACTED,,
12/17/2018 12:39:54.07,12/17/18,12:39:54:07,-0.043469,-0.02128,-0.018585,0.004102,0.002764,0.005179
12/17/2018 12:39:54.26,12/17/18,12:39:54:26,-0.042419,-0.02128,-0.018626,0.005152,0.002764,0.005138
12/17/2018 12:39:54.45,12/17/18,12:39:54:45,-0.04422,-0.02132,-0.018545,0.003351,0.002724,0.005219
12/17/2018 12:39:54.76,12/17/18,12:39:54:76,-0.042719,-0.02132,-0.018626,0.004852,0.002724,0.005138
12/17/2018 12:39:54.84,12/17/18,12:39:54:84,-0.04332,-0.02128,-0.018585,0.004251,0.002764,0.005179
12/17/2018 12:39:54.93,12/17/18,12:39:54:93,-0.04467,-0.02128,-0.018545,0.002901,0.002764,0.005219
12/17/2018 12:39:55.14,12/17/18,12:39:55:14,-0.04302,-0.02132,-0.018585,0.004551,0.002724,0.005179
12/17/2018 12:39:55.32,12/17/18,12:39:55:32,-0.043169,-0.02132,-0.018585,0.004402,0.002724,0.005179
12/17/2018 12:39:55.53,12/17/18,12:39:55:53,-0.04422,-0.02128,-0.018505,0.003351,0.002764,0.005259
12/17/2018 12:39:55.82,12/17/18,12:39:55:82,-0.046021,-0.02132,-0.018465,0.001550,0.002724,0.005299
12/17/2018 12:39:55.92,12/17/18,12:39:55:92,-0.045121,-0.02132,-0.018425,0.002450,0.002724,0.005339
12/17/2018 12:39:56.10,12/17/18,12:39:56:10,-0.04497,-0.02132,-0.018465,0.002601,0.002724,0.005299
12/17/2018 12:39:56.31,12/17/18,12:39:56:31,-0.04377,-0.02128,-0.018465,0.003801,0.002764,0.005299
12/17/2018 12:39:56.49,12/17/18,12:39:56:49,-0.04482,-0.02128,-0.018425,0.002751,0.002764,0.005339
12/17/2018 12:39:56.70,12/17/18,12:39:56:70,-0.042869,-0.02128,-0.018465,0.004702,0.002764,0.005299
12/17/2018 12:39:56.99,12/17/18,12:39:56:99,-0.04407,-0.02132,-0.018385,0.003501,0.002724,0.005379
12/17/2018 12:39:57.09,12/17/18,12:39:57:09,-0.042269,-0.02132,-0.018425,0.005302,0.002724,0.005339
12/17/2018 12:39:57.27,12/17/18,12:39:57:27,-0.043169,-0.02128,-0.018425,0.004402,0.002764,0.005339
12/17/2018 12:39:57.46,12/17/18,12:39:57:46,-0.042269,-0.02128,-0.018465,0.005302,0.002764,0.005299
12/17/2018 12:39:57.65,12/17/18,12:39:57:65,-0.04302,-0.02128,-0.018505,0.004551,0.002764,0.005259
12/17/2018 12:39:57.85,12/17/18,12:39:57:85,-0.041669,-0.02128,-0.018545,0.005902,0.002764,0.005219
12/17/2018 12:39:58.15,12/17/18,12:39:58:15,-0.04497,-0.02128,-0.018465,0.002601,0.002764,0.005299
12/17/2018 12:39:58.24,12/17/18,12:39:58:24,-0.045121,-0.02128,-0.018425,0.002450,0.002764,0.005339
12/17/2018 12:39:58.43,12/17/18,12:39:58:43,-0.041969,-0.02128,-0.018545,0.005602,0.002764,0.005219
12/17/2018 12:39:58.61,12/17/18,12:39:58:61,-0.04362,-0.02132,-0.018505,0.003951,0.002724,0.005259
12/17/2018 12:39:58.82,12/17/18,12:39:58:82,-0.042419,-0.02128,-0.018545,0.005152,0.002764,0.005219
12/17/2018 12:39:59.02,12/17/18,12:39:59:02,-0.043469,-0.02128,-0.018545,0.004102,0.002764,0.005219
12/17/2018 12:39:59.35,12/17/18,12:39:59:35,-0.041368,-0.02128,-0.018626,0.006203,0.002764,0.005138
12/17/2018 12:39:59.43,12/17/18,12:39:59:43,-0.041669,-0.02128,-0.018666,0.005902,0.002764,0.005098
12/17/2018 12:39:59.52,12/17/18,12:39:59:52,-0.04407,-0.02128,-0.018585,0.003501,0.002764,0.005179
12/17/2018 12:39:59.74,12/17/18,12:39:59:74,-0.04452,-0.02128,-0.018545,0.003051,0.002764,0.005219
12/17/2018 12:39:59.92,12/17/18,12:39:59:92,-0.04437,-0.02128,-0.018626,0.003201,0.002764,0.005138
12/17/2018 12:40:00.11,12/17/18,12:40:00:11,-0.042419,-0.02132,-0.018666,0.005152,0.002724,0.005098
12/17/2018 12:40:00.42,12/17/18,12:40:00:42,-0.045121,-0.02128,-0.018585,0.002450,0.002764,0.005179
12/17/2018 12:40:00.52,12/17/18,12:40:00:52,-0.04302,-0.02128,-0.018626,0.004551,0.002764,0.005138
12/17/2018 12:40:00.61,12/17/18,12:40:00:61,-0.04332,-0.02128,-0.018626,0.004251,0.002764,0.005138
12/17/2018 12:40:00.80,12/17/18,12:40:00:80,-0.04497,-0.02128,-0.018626,0.002601,0.002764,0.005138
12/17/2018 12:40:00.89,12/17/18,12:40:00:89,-0.045121,-0.02128,-0.018585,0.002450,0.002764,0.005179
12/17/2018 12:40:01.11,12/17/18,12:40:01:11,-0.04452,-0.02132,-0.018585,0.003051,0.002724,0.005179
12/17/2018 12:40:01.30,12/17/18,12:40:01:30,-0.041068,-0.02128,-0.018666,0.006503,0.002764,0.005098
12/17/2018 12:40:01.62,12/17/18,12:40:01:62,-0.042269,-0.02128,-0.018666,0.005302,0.002764,0.005098
12/17/2018 12:40:01.72,12/17/18,12:40:01:72,-0.04302,-0.02128,-0.018626,0.004551,0.002764,0.005138
12/17/2018 12:40:01.91,12/17/18,12:40:01:91,-0.04362,-0.02128,-0.018626,0.003951,0.002764,0.005138
12/17/2018 12:40:02.09,12/17/18,12:40:02:09,-0.04362,-0.02128,-0.018626,0.003951,0.002764,0.005138
12/17/2018 12:40:02.28,12/17/18,12:40:02:28,-0.04332,-0.02128,-0.018626,0.004251,0.002764,0.005138
12/17/2018 12:40:02.48,12/17/18,12:40:02:48,-0.042719,-0.02128,-0.018666,0.004852,0.002764,0.005098
12/17/2018 12:40:02.78,12/17/18,12:40:02:78,-0.042569,-0.02128,-0.018666,0.005002,0.002764,0.005098
12/17/2018 12:40:02.87,12/17/18,12:40:02:87,-0.04332,-0.02128,-0.018706,0.004251,0.002764,0.005058
12/17/2018 12:40:03.06,12/17/18,12:40:03:06,-0.043169,-0.02128,-0.018706,0.004402,0.002764,0.005058
12/17/2018 12:40:03.25,12/17/18,12:40:03:25,-0.04332,-0.02132,-0.018746,0.004251,0.002724,0.005018
12/17/2018 12:40:03.45,12/17/18,12:40:03:45,-0.04362,-0.02128,-0.018706,0.003951,0.002764,0.005058
12/17/2018 12:40:03.64,12/17/18,12:40:03:64,-0.045121,-0.02128,-0.018626,0.002450,0.002764,0.005138
12/17/2018 12:40:03.95,12/17/18,12:40:03:95,-0.04302,-0.02128,-0.018706,0.004551,0.002764,0.005058
12/17/2018 12:40:04.04,12/17/18,12:40:04:04,-0.04557,-0.02128,-0.018626,0.002001,0.002764,0.005138
12/17/2018 12:40:04.23,12/17/18,12:40:04:23,-0.04422,-0.02132,-0.018626,0.003351,0.002724,0.005138
12/17/2018 12:40:04.43,12/17/18,12:40:04:43,-0.04377,-0.02128,-0.018626,0.003801,0.002764,0.005138
12/17/2018 12:40:04.62,12/17/18,12:40:04:62,-0.04452,-0.02128,-0.018626,0.003051,0.002764,0.005138
12/17/2018 12:40:04.81,12/17/18,12:40:04:81,-0.04302,-0.02128,-0.018626,0.004551,0.002764,0.005138
12/17/2018 12:40:05.10,12/17/18,12:40:05:10,-0.043469,-0.02128,-0.018666,0.004102,0.002764,0.005098
12/17/2018 12:40:05.20,12/17/18,12:40:05:20,-0.04482,-0.02128,-0.018626,0.002751,0.002764,0.005138
12/17/2018 12:40:05.40,12/17/18,12:40:05:40,-0.042269,-0.02128,-0.018666,0.005302,0.002764,0.005098
12/17/2018 12:40:05.49,12/17/18,12:40:05:49,-0.04377,-0.02128,-0.018626,0.003801,0.002764,0.005138
12/17/2018 12:40:05.68,12/17/18,12:40:05:68,-0.04452,-0.02128,-0.018626,0.003051,0.002764,0.005138
12/17/2018 12:40:05.87,12/17/18,12:40:05:87,-0.04437,-0.02124,-0.018585,0.003201,0.002804,0.005179
12/17/2018 12:40:06.18,12/17/18,12:40:06:18,-0.04407,-0.02128,-0.018626,0.003501,0.002764,0.005138
12/17/2018 12:40:06.27,12/17/18,12:40:06:27,-0.045721,-0.02128,-0.018585,0.001850,0.002764,0.005179
12/17/2018 12:40:06.46,12/17/18,12:40:06:46,-0.042869,-0.02128,-0.018626,0.004702,0.002764,0.005138
12/17/2018 12:40:06.65,12/17/18,12:40:06:65,-0.04407,-0.02128,-0.018585,0.003501,0.002764,0.005179
12/17/2018 12:40:06.84,12/17/18,12:40:06:84,-0.04482,-0.02124,-0.018585,0.002751,0.002804,0.005179
12/17/2018 12:40:07.02,12/17/18,12:40:07:02,-0.043469,-0.02124,-0.018585,0.004102,0.002804,0.005179
12/17/2018 12:40:07.32,12/17/18,12:40:07:32,-0.04452,-0.02124,-0.018585,0.003051,0.002804,0.005179
12/17/2018 12:40:07.41,12/17/18,12:40:07:41,-0.04497,-0.02128,-0.018545,0.002601,0.002764,0.005219
12/17/2018 12:40:07.52,12/17/18,12:40:07:52,-0.04497,-0.02128,-0.018545,0.002601,0.002764,0.005219
12/17/2018 12:40:07.71,12/17/18,12:40:07:71,-0.040768,-0.02124,-0.018666,0.006803,0.002804,0.005098
12/17/2018 12:40:07.90,12/17/18,12:40:07:90,-0.04377,-0.02124,-0.018585,0.003801,0.002804,0.005179
12/17/2018 12:40:08.08,12/17/18,12:40:08:08,-0.041819,-0.02128,-0.018666,0.005752,0.002764,0.005098
12/17/2018 12:40:08.38,12/17/18,12:40:08:38,-0.04407,-0.02128,-0.018585,0.003501,0.002764,0.005179
12/17/2018 12:40:08.47,12/17/18,12:40:08:47,-0.041819,-0.02124,-0.018666,0.005752,0.002804,0.005098
12/17/2018 12:40:08.66,12/17/18,12:40:08:66,-0.04497,-0.02128,-0.018626,0.002601,0.002764,0.005138
12/17/2018 12:40:08.85,12/17/18,12:40:08:85,-0.04407,-0.02128,-0.018626,0.003501,0.002764,0.005138
12/17/2018 12:40:09.03,12/17/18,12:40:09:03,-0.04362,-0.02128,-0.018585,0.003951,0.002764,0.005179
12/17/2018 12:40:09.22,12/17/18,12:40:09:22,-0.04452,-0.02128,-0.018585,0.003051,0.002764,0.005179
12/17/2018 12:40:09.53,12/17/18,12:40:09:53,-0.042869,-0.02128,-0.018585,0.004702,0.002764,0.005179
12/17/2018 12:40:09.61,12/17/18,12:40:09:61,-0.041068,-0.02128,-0.018626,0.006503,0.002764,0.005138
12/17/2018 12:40:09.71,12/17/18,12:40:09:71,-0.042869,-0.02128,-0.018626,0.004702,0.002764,0.005138
12/17/2018 12:40:09.91,12/17/18,12:40:09:91,-0.04362,-0.02128,-0.018585,0.003951,0.002764,0.005179
12/17/2018 12:40:10.10,12/17/18,12:40:10:10,-0.041819,-0.02128,-0.018626,0.005752,0.002764,0.005138
12/17/2018 12:40:10.28,12/17/18,12:40:10:28,-0.04482,-0.02128,-0.018545,0.002751,0.002764,0.005219
12/17/2018 12:40:10.58,12/17/18,12:40:10:58,-0.042419,-0.02128,-0.018626,0.005152,0.002764,0.005138
12/17/2018 12:40:10.67,12/17/18,12:40:10:67,-0.043469,-0.02128,-0.018585,0.004102,0.002764,0.005179
12/17/2018 12:40:10.86,12/17/18,12:40:10:86,-0.04497,-0.02128,-0.018545,0.002601,0.002764,0.005219
12/17/2018 12:40:11.06,12/17/18,12:40:11:06,-0.043169,-0.02128,-0.018585,0.004402,0.002764,0.005179
12/17/2018 12:40:11.17,12/17/18,12:40:11:17,-0.043169,-0.02128,-0.018585,0.004402,0.002764,0.005179
12/17/2018 12:40:11.36,12/17/18,12:40:11:36,-0.042569,-0.02128,-0.018626,0.005002,0.002764,0.005138
12/17/2018 12:40:11.67,12/17/18,12:40:11:67,-0.041669,-0.02128,-0.018666,0.005902,0.002764,0.005098
12/17/2018 12:40:11.76,12/17/18,12:40:11:76,-0.042419,-0.02128,-0.018666,0.005152,0.002764,0.005098
12/17/2018 12:40:11.95,12/17/18,12:40:11:95,-0.04452,-0.02128,-0.018626,0.003051,0.002764,0.005138
12/17/2018 12:40:12.14,12/17/18,12:40:12:14,-0.04332,-0.02128,-0.018666,0.004251,0.002764,0.005098
12/17/2018 12:40:12.33,12/17/18,12:40:12:33,-0.04377,-0.02128,-0.018666,0.003801,0.002764,0.005098
12/17/2018 12:40:12.51,12/17/18,12:40:12:51,-0.042869,-0.02128,-0.018666,0.004702,0.002764,0.005098
12/17/2018 12:40:12.81,12/17/18,12:40:12:81,-0.043469,-0.02128,-0.018706,0.004102,0.002764,0.005058
12/17/2018 12:40:12.90,12/17/18,12:40:12:90,-0.042869,-0.02124,-0.018706,0.004702,0.002804,0.005058
12/17/2018 12:40:13.09,12/17/18,12:40:13:09,-0.04362,-0.02124,-0.018666,0.003951,0.002804,0.005098
12/17/2018 12:40:13.29,12/17/18,12:40:13:29,-0.04587,-0.02128,-0.018626,0.001701,0.002764,0.005138
12/17/2018 12:40:13.40,12/17/18,12:40:13:40,-0.04482,-0.02128,-0.018626,0.002751,0.002764,0.005138
12/17/2018 12:40:13.59,12/17/18,12:40:13:59,-0.04302,-0.02128,-0.018666,0.004551,0.002764,0.005098
12/17/2018 12:40:13.90,12/17/18,12:40:13:90,-0.045421,-0.02128,-0.018585,0.002150,0.002764,0.005179
12/17/2018 12:40:14.00,12/17/18,12:40:14:00,-0.043169,-0.02128,-0.018626,0.004402,0.002764,0.005138
12/17/2018 12:40:14.18,12/17/18,12:40:14:18,-0.04392,-0.02128,-0.018626,0.003651,0.002764,0.005138
12/17/2018 12:40:14.39,12/17/18,12:40:14:39,-0.04377,-0.02128,-0.018626,0.003801,0.002764,0.005138
12/17/2018 12:40:14.59,12/17/18,12:40:14:59,-0.04392,-0.02128,-0.018626,0.003651,0.002764,0.005138
12/17/2018 12:40:14.78,12/17/18,12:40:14:78,-0.04362,-0.02128,-0.018666,0.003951,0.002764,0.005098
12/17/2018 12:40:15.07,12/17/18,12:40:15:07,-0.041219,-0.02128,-0.018706,0.006352,0.002764,0.005058
12/17/2018 12:40:15.17,12/17/18,12:40:15:17,-0.042269,-0.02128,-0.018666,0.005302,0.002764,0.005098
12/17/2018 12:40:15.35,12/17/18,12:40:15:35,-0.043169,-0.02128,-0.018706,0.004402,0.002764,0.005058
12/17/2018 12:40:15.54,12/17/18,12:40:15:54,-0.04452,-0.02128,-0.018626,0.003051,0.002764,0.005138
12/17/2018 12:40:15.73,12/17/18,12:40:15:73,-0.042569,-0.02128,-0.018706,0.005002,0.002764,0.005058
12/17/2018 12:40:15.91,12/17/18,12:40:15:91,-0.04362,-0.02128,-0.018706,0.003951,0.002764,0.005058
12/17/2018 12:40:16.23,12/17/18,12:40:16:23,-0.041219,-0.02128,-0.018746,0.006352,0.002764,0.005018
12/17/2018 12:40:16.32,12/17/18,12:40:16:32,-0.042569,-0.02128,-0.018706,0.005002,0.002764,0.005058
12/17/2018 12:40:16.51,12/17/18,12:40:16:51,-0.04482,-0.02128,-0.018626,0.002751,0.002764,0.005138
12/17/2018 12:40:16.69,12/17/18,12:40:16:69,-0.042869,-0.02128,-0.018706,0.004702,0.002764,0.005058
12/17/2018 12:40:16.90,12/17/18,12:40:16:90,-0.045721,-0.02124,-0.018585,0.001850,0.002804,0.005179
12/17/2018 12:40:17.08,12/17/18,12:40:17:08,-0.041669,-0.02124,-0.018706,0.005902,0.002804,0.005058
12/17/2018 12:40:17.38,12/17/18,12:40:17:38,-0.042269,-0.02128,-0.018706,0.005302,0.002764,0.005058
12/17/2018 12:40:17.47,12/17/18,12:40:17:47,-0.04377,-0.02128,-0.018626,0.003801,0.002764,0.005138
12/17/2018 12:40:17.66,12/17/18,12:40:17:66,-0.04362,-0.02124,-0.018626,0.003951,0.002804,0.005138
12/17/2018 12:40:17.85,12/17/18,12:40:17:85,-0.04467,-0.02128,-0.018626,0.002901,0.002764,0.005138
12/17/2018 12:40:18.04,12/17/18,12:40:18:04,-0.041068,-0.02124,-0.018666,0.006503,0.002804,0.005098
12/17/2018 12:40:18.22,12/17/18,12:40:18:22,-0.04587,-0.02128,-0.018585,0.001701,0.002764,0.005179
12/17/2018 12:40:18.54,12/17/18,12:40:18:54,-0.046471,-0.02128,-0.018545,0.001100,0.002764,0.005219
12/17/2018 12:40:18.63,12/17/18,12:40:18:63,-0.047071,-0.02128,-0.018505,0.000500,0.002764,0.005259
12/17/2018 12:40:18.82,12/17/18,12:40:18:82,-0.041519,-0.02128,-0.018626,0.006052,0.002764,0.005138
12/17/2018 12:40:19.00,12/17/18,12:40:19:00,-0.045121,-0.02128,-0.018505,0.002450,0.002764,0.005259
12/17/2018 12:40:19.19,12/17/18,12:40:19:19,-0.04377,-0.02128,-0.018505,0.003801,0.002764,0.005259
12/17/2018 12:40:19.39,12/17/18,12:40:19:39,-0.04452,-0.02128,-0.018465,0.003051,0.002764,0.005299
12/17/2018 12:40:19.71,12/17/18,12:40:19:71,-0.04407,-0.02128,-0.018545,0.003501,0.002764,0.005219
12/17/2018 12:40:19.78,12/17/18,12:40:19:78,-0.04527,-0.02132,-0.018505,0.002301,0.002724,0.005259
12/17/2018 12:40:19.88,12/17/18,12:40:19:88,-0.04527,-0.02128,-0.018465,0.002301,0.002764,0.005299
12/17/2018 12:40:20.08,12/17/18,12:40:20:08,-0.04332,-0.02128,-0.018505,0.004251,0.002764,0.005259
12/17/2018 12:40:20.28,12/17/18,12:40:20:28,-0.04497,-0.02132,-0.018505,0.002601,0.002724,0.005259
12/17/2018 12:40:20.50,12/17/18,12:40:20:50,-0.04332,-0.02128,-0.018465,0.004251,0.002764,0.005299
12/17/2018 12:40:20.80,12/17/18,12:40:20:80,-0.04377,-0.02128,-0.018465,0.003801,0.002764,0.005299
12/17/2018 12:40:20.89,12/17/18,12:40:20:89,-0.04377,-0.02128,-0.018505,0.003801,0.002764,0.005259
12/17/2018 12:40:21.08,12/17/18,12:40:21:08,-0.04497,-0.02128,-0.018465,0.002601,0.002764,0.005299
12/17/2018 12:40:21.27,12/17/18,12:40:21:27,-0.04407,-0.02128,-0.018425,0.003501,0.002764,0.005339
12/17/2018 12:40:21.45,12/17/18,12:40:21:45,-0.041969,-0.02128,-0.018505,0.005602,0.002764,0.005259
12/17/2018 12:40:21.64,12/17/18,12:40:21:64,-0.04527,-0.02128,-0.018425,0.002301,0.002764,0.005339
12/17/2018 12:40:21.94,12/17/18,12:40:21:94,-0.040318,-0.02124,-0.018545,0.007253,0.002804,0.005219
12/17/2018 12:40:22.03,12/17/18,12:40:22:03,-0.041219,-0.02124,-0.018545,0.006352,0.002804,0.005219
12/17/2018 12:40:22.22,12/17/18,12:40:22:22,-0.04437,-0.02128,-0.018425,0.003201,0.002764,0.005339
12/17/2018 12:40:22.40,12/17/18,12:40:22:40,-0.043169,-0.02124,-0.018505,0.004402,0.002804,0.005259
12/17/2018 12:40:22.59,12/17/18,12:40:22:59,-0.042269,-0.02124,-0.018505,0.005302,0.002804,0.005259
12/17/2018 12:40:22.78,12/17/18,12:40:22:78,-0.042719,-0.02128,-0.018545,0.004852,0.002764,0.005219
12/17/2018 12:40:23.07,12/17/18,12:40:23:07,-0.045421,-0.02128,-0.018465,0.002150,0.002764,0.005299
12/17/2018 12:40:23.17,12/17/18,12:40:23:17,-0.04437,-0.02128,-0.018505,0.003201,0.002764,0.005259
12/17/2018 12:40:23.36,12/17/18,12:40:23:36,-0.040919,-0.02128,-0.018585,0.006652,0.002764,0.005179
12/17/2018 12:40:23.54,12/17/18,12:40:23:54,-0.04587,-0.02128,-0.018465,0.001701,0.002764,0.005299
12/17/2018 12:40:23.73,12/17/18,12:40:23:73,-0.04377,-0.02128,-0.018505,0.003801,0.002764,0.005259
12/17/2018 12:40:23.93,12/17/18,12:40:23:93,-0.04557,-0.02128,-0.018505,0.002001,0.002764,0.005259
12/17/2018 12:40:24.23,12/17/18,12:40:24:23,-0.04527,-0.02124,-0.018465,0.002301,0.002804,0.005299
12/17/2018 12:40:24.32,12/17/18,12:40:24:32,-0.04557,-0.02128,-0.018425,0.002001,0.002764,0.005339
12/17/2018 12:40:24.51,12/17/18,12:40:24:51,-0.04332,-0.02128,-0.018465,0.004251,0.002764,0.005299
12/17/2018 12:40:24.71,12/17/18,12:40:24:71,-0.04392,-0.02128,-0.018465,0.003651,0.002764,0.005299
12/17/2018 12:40:24.90,12/17/18,12:40:24:90,-0.040768,-0.02124,-0.018545,0.006803,0.002804,0.005219
12/17/2018 12:40:25.09,12/17/18,12:40:25:09,-0.04407,-0.02128,-0.018465,0.003501,0.002764,0.005299
12/17/2018 12:40:25.32,12/17/18,12:40:25:32,-0.04452,-0.02128,-0.018465,0.003051,0.002764,0.005299
12/17/2018 12:40:25.41,12/17/18,12:40:25:41,-0.04437,-0.02128,-0.018465,0.003201,0.002764,0.005299
12/17/2018 12:40:25.60,12/17/18,12:40:25:60,-0.04302,-0.02128,-0.018465,0.004551,0.002764,0.005299
12/17/2018 12:40:25.79,12/17/18,12:40:25:79,-0.04332,-0.02128,-0.018505,0.004251,0.002764,0.005259
12/17/2018 12:40:25.99,12/17/18,12:40:25:99,-0.04422,-0.02128,-0.018465,0.003351,0.002764,0.005299
12/17/2018 12:40:26.18,12/17/18,12:40:26:18,-0.04302,-0.02128,-0.018505,0.004551,0.002764,0.005259
12/17/2018 12:40:26.51,12/17/18,12:40:26:51,-0.041219,-0.02128,-0.018545,0.006352,0.002764,0.005219
12/17/2018 12:40:26.58,12/17/18,12:40:26:58,-0.041969,-0.02128,-0.018585,0.005602,0.002764,0.005179
12/17/2018 12:40:26.68,12/17/18,12:40:26:68,-0.043169,-0.02128,-0.018505,0.004402,0.002764,0.005259
12/17/2018 12:40:26.88,12/17/18,12:40:26:88,-0.043169,-0.02128,-0.018505,0.004402,0.002764,0.005259
12/17/2018 12:40:27.07,12/17/18,12:40:27:07,-0.043169,-0.02128,-0.018545,0.004402,0.002764,0.005219
12/17/2018 12:40:27.26,12/17/18,12:40:27:26,-0.04377,-0.02128,-0.018505,0.003801,0.002764,0.005259
12/17/2018 12:40:27.35,12/17/18,12:40:27:35,-0.04527,-0.02128,-0.018505,0.002301,0.002764,0.005259
12/17/2018 12:40:27.66,12/17/18,12:40:27:66,-0.043469,-0.02128,-0.018505,0.004102,0.002764,0.005259
12/17/2018 12:40:27.75,12/17/18,12:40:27:75,-0.04407,-0.02128,-0.018505,0.003501,0.002764,0.005259
12/17/2018 12:40:27.94,12/17/18,12:40:27:94,-0.04392,-0.02124,-0.018505,0.003651,0.002804,0.005259
12/17/2018 12:40:28.13,12/17/18,12:40:28:13,-0.042269,-0.02128,-0.018585,0.005302,0.002764,0.005179
12/17/2018 12:40:28.32,12/17/18,12:40:28:32,-0.04377,-0.02128,-0.018545,0.003801,0.002764,0.005219
12/17/2018 12:40:28.50,12/17/18,12:40:28:50,-0.041969,-0.02128,-0.018585,0.005602,0.002764,0.005179
12/17/2018 12:40:28.80,12/17/18,12:40:28:80,-0.04302,-0.02128,-0.018585,0.004551,0.002764,0.005179
12/17/2018 12:40:28.89,12/17/18,12:40:28:89,-0.041368,-0.02128,-0.018626,0.006203,0.002764,0.005138
12/17/2018 12:40:29.08,12/17/18,12:40:29:08,-0.04377,-0.02124,-0.018626,0.003801,0.002804,0.005138
12/17/2018 12:40:29.27,12/17/18,12:40:29:27,-0.042569,-0.02124,-0.018666,0.005002,0.002804,0.005098
12/17/2018 12:40:29.47,12/17/18,12:40:29:47,-0.04467,-0.02124,-0.018666,0.002901,0.002804,0.005098
12/17/2018 12:40:29.67,12/17/18,12:40:29:67,-0.04437,-0.02124,-0.018626,0.003201,0.002804,0.005138
12/17/2018 12:40:30.00,12/17/18,12:40:30:00,-0.04332,-0.02128,-0.018666,0.004251,0.002764,0.005098
12/17/2018 12:40:30.08,12/17/18,12:40:30:08,-0.042119,-0.02124,-0.018706,0.005452,0.002804,0.005058
12/17/2018 12:40:30.17,12/17/18,12:40:30:17,-0.04377,-0.02128,-0.018666,0.003801,0.002764,0.005098
12/17/2018 12:40:30.39,12/17/18,12:40:30:39,-0.04587,-0.02128,-0.018585,0.001701,0.002764,0.005179
12/17/2018 12:40:30.58,12/17/18,12:40:30:58,-0.045121,-0.02128,-0.018545,0.002450,0.002764,0.005219
12/17/2018 12:40:30.77,12/17/18,12:40:30:77,-0.04377,-0.02128,-0.018585,0.003801,0.002764,0.005179
12/17/2018 12:40:31.06,12/17/18,12:40:31:06,-0.041969,-0.02128,-0.018626,0.005602,0.002764,0.005138
12/17/2018 12:40:31.16,12/17/18,12:40:31:16,-0.043169,-0.02128,-0.018626,0.004402,0.002764,0.005138
12/17/2018 12:40:31.34,12/17/18,12:40:31:34,-0.04587,-0.02128,-0.018545,0.001701,0.002764,0.005219
12/17/2018 12:40:31.53,12/17/18,12:40:31:53,-0.042419,-0.02128,-0.018626,0.005152,0.002764,0.005138
12/17/2018 12:40:31.72,12/17/18,12:40:31:72,-0.045721,-0.02128,-0.018545,0.001850,0.002764,0.005219
12/17/2018 12:40:31.92,12/17/18,12:40:31:92,-0.04452,-0.02128,-0.018505,0.003051,0.002764,0.005259
12/17/2018 12:40:32.01,12/17/18,12:40:32:01,-0.043169,-0.02128,-0.018545,0.004402,0.002764,0.005219
12/17/2018 12:40:32.34,12/17/18,12:40:32:34,-0.046021,-0.02128,-0.018465,0.001550,0.002764,0.005299
12/17/2018 12:40:32.42,12/17/18,12:40:32:42,-0.041519,-0.02128,-0.018545,0.006052,0.002764,0.005219
12/17/2018 12:40:32.51,12/17/18,12:40:32:51,-0.041068,-0.02128,-0.018585,0.006503,0.002764,0.005179
12/17/2018 12:40:32.72,12/17/18,12:40:32:72,-0.045421,-0.02128,-0.018505,0.002150,0.002764,0.005259
12/17/2018 12:40:32.90,12/17/18,12:40:32:90,-0.04392,-0.02128,-0.018465,0.003651,0.002764,0.005299
12/17/2018 12:40:33.09,12/17/18,12:40:33:09,-0.042569,-0.02128,-0.018545,0.005002,0.002764,0.005219
12/17/2018 12:40:33.39,12/17/18,12:40:33:39,-0.04482,-0.02124,-0.018465,0.002751,0.002804,0.005299
12/17/2018 12:40:33.48,12/17/18,12:40:33:48,-0.042269,-0.02128,-0.018465,0.005302,0.002764,0.005299
12/17/2018 12:40:33.67,12/17/18,12:40:33:67,-0.04587,-0.02128,-0.018425,0.001701,0.002764,0.005339
12/17/2018 12:40:33.85,12/17/18,12:40:33:85,-0.04422,-0.02124,-0.018425,0.003351,0.002804,0.005339
12/17/2018 12:40:34.06,12/17/18,12:40:34:06,-0.043469,-0.02128,-0.018465,0.004102,0.002764,0.005299
12/17/2018 12:40:34.24,12/17/18,12:40:34:24,-0.04557,-0.02124,-0.018385,0.002001,0.002804,0.005379
12/17/2018 12:40:34.54,12/17/18,12:40:34:54,-0.042419,-0.02124,-0.018425,0.005152,0.002804,0.005339
12/17/2018 12:40:34.63,12/17/18,12:40:34:63,-0.042869,-0.02128,-0.018425,0.004702,0.002764,0.005339
12/17/2018 12:40:34.82,12/17/18,12:40:34:82,-0.045121,-0.02128,-0.018385,0.002450,0.002764,0.005379
12/17/2018 12:40:35.04,12/17/18,12:40:35:04,-0.043469,-0.02128,-0.018385,0.004102,0.002764,0.005379
12/17/2018 12:40:35.12,12/17/18,12:40:35:12,-0.04377,-0.02128,-0.018385,0.003801,0.002764,0.005379
12/17/2018 12:40:35.21,12/17/18,12:40:35:21,-0.04452,-0.02128,-0.018385,0.003051,0.002764,0.005379
12/17/2018 12:40:35.43,12/17/18,12:40:35:43,-0.042869,-0.02124,-0.018425,0.004702,0.002804,0.005339
12/17/2018 12:40:35.73,12/17/18,12:40:35:73,-0.045121,-0.02128,-0.018425,0.002450,0.002764,0.005339
12/17/2018 12:40:35.82,12/17/18,12:40:35:82,-0.04452,-0.02128,-0.018385,0.003051,0.002764,0.005379
